0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
0;0;1
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
83;78;3
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
99;46;2
24;55;4
0;49;4
67;8;4
19;13;4
16;2;4
71;5;4
13;19;4
23;14;4
18;50;4
22;99;4
18;13;4
9;90;4
0;55;4
72;0;4
6;73;4
58;50;4
24;52;4
23;63;4
56;0;4
9;99;4
75;27;4
68;19;4
0;69;4
72;0;4
24;89;4
24;87;4
24;16;4
12;0;4
51;21;4
24;0;4
17;94;4
77;11;4
24;17;4
24;86;4
0;47;4
24;0;4
11;32;4
55;0;4
60;19;4
13;0;4
18;50;4
0;26;4
11;24;4
50;26;4
0;99;4
21;86;4
70;45;4
10;99;4
57;30;4
24;8;4
59;30;4
24;49;4
5;99;4
16;49;4
68;53;4
0;49;4
10;52;4
24;14;4
84;0;4
16;49;4
13;41;4
22;99;4
97;5;4
77;53;4
13;47;4
2;99;4
70;23;4
22;25;4
58;16;4
73;0;4
11;99;4
24;12;4
0;69;4
64;54;4
5;99;4
13;0;4
24;12;4
24;20;4
23;98;4
55;21;4
2;96;4
22;99;4
0;69;4
15;14;4
71;34;4
55;0;4
