COUNTER;INTERPOLATED;RAW_CQ;AF3;F7;F3;FC5;T7;P7;O1;O2;P8;T8;FC6;F4;F8;AF4;GYROX;GYROY;TIMESTAMP;ES_TIMESTAMP;FUNC_ID;FUNC_VALUE;MARKER;SYNC_SIGNAL
19;0;0;4023.58974358974;4336.41025641026;5033.84615384615;4829.23076923077;4521.53846153846;4512.30769230769;4187.17948717949;4197.94871794872;4474.35897435897;4426.66666666667;3890.25641025641;4385.12820512821;4115.38461538462;4184.61538461538;1700;1678;308.728;308.264923095703;0;0;0;0;
20;0;0;4021.02564102564;4336.41025641026;5028.71794871795;4828.71794871795;4518.46153846154;4509.23076923077;4187.17948717949;4195.89743589744;4467.69230769231;4427.69230769231;3891.28205128205;4380.51282051282;4114.8717948718;4180.51282051282;1699;1679;308.735;308.264923095703;0;0;0;0;
21;0;0;4020.51282051282;4340;5027.69230769231;4828.71794871795;4518.97435897436;4509.74358974359;4186.15384615385;4194.35897435897;4468.20512820513;4428.71794871795;3893.33333333333;4385.64102564103;4114.35897435897;4178.46153846154;1701;1677;308.743;308.264923095703;0;0;0;0;
22;0;0;4024.10256410256;4341.53846153846;5033.84615384615;4829.74358974359;4524.61538461538;4510.76923076923;4189.74358974359;4201.02564102564;4478.46153846154;4429.74358974359;3894.35897435898;4394.8717948718;4118.46153846154;4184.10256410256;1699;1678;308.751;308.264923095703;0;0;0;0;
23;0;0;4027.17948717949;4343.58974358974;5038.97435897436;4832.30769230769;4525.64102564103;4512.30769230769;4193.33333333333;4204.10256410256;4482.05128205128;4434.8717948718;3903.58974358974;4396.41025641026;4125.12820512821;4193.84615384615;1700;1679;308.758;308.264923095703;0;0;0;0;
24;0;0;4027.69230769231;4343.58974358974;5035.89743589744;4831.28205128205;4521.53846153846;4513.33333333333;4189.74358974359;4197.94871794872;4476.92307692308;4435.89743589744;3906.15384615385;4394.8717948718;4122.05128205128;4195.38461538462;1699;1678;308.766;308.264923095703;0;0;0;0;
25;0;0;4028.20512820513;4338.46153846154;5032.30769230769;4830.76923076923;4521.53846153846;4509.23076923077;4184.61538461538;4194.8717948718;4473.33333333333;4428.20512820513;3896.92307692308;4393.84615384615;4115.38461538462;4190.25641025641;1699;1679;308.774;308.264923095703;0;0;0;0;
26;0;0;4026.66666666667;4333.84615384615;5034.8717948718;4831.79487179487;4523.07692307692;4503.07692307692;4186.15384615385;4198.97435897436;4473.33333333333;4425.12820512821;3896.41025641026;4393.84615384615;4114.35897435897;4188.20512820513;1699;1679;308.782;308.264923095703;0;0;0;0;
27;0;0;4025.12820512821;4334.35897435897;5033.84615384615;4822.5641025641;4518.97435897436;4506.66666666667;4188.20512820513;4197.94871794872;4472.30769230769;4428.71794871795;3894.8717948718;4391.79487179487;4113.84615384615;4187.69230769231;1699;1679;308.79;308.264923095703;0;0;0;0;
28;0;0;4023.58974358974;4335.38461538462;5024.61538461539;4818.46153846154;4518.46153846154;4508.71794871795;4187.69230769231;4196.41025641026;4474.35897435897;4428.71794871795;3884.61538461539;4385.12820512821;4108.71794871795;4182.5641025641;1699;1679;308.797;308.264923095703;0;0;0;0;
