COUNTER;INTERPOLATED;RAW_CQ;AF3;F7;F3; FC5; T7; P7; O1; O2;P8;T8; FC6; F4;F8; AF4;GYROX; GYROY; TIMESTAMP; ES_TIMESTAMP;FUNC_ID; FUNC_VALUE; MARKER; SYNC_SIGNAL;
104;0;463;4130.25641025641;4315.89743589744;5069.23076923077;4843.58974358974;4513.33333333333;4490.25641025641;4193.33333333333;4198.97435897436;4470.25641025641;4411.28205128205;3876.92307692308;4313.84615384615;4112.82051282051;4295.38461538462;1699;1680;505.48;504.933929443359;0;0;0;0;
105;0;439;4123.58974358974;4310.76923076923;5069.74358974359;4845.64102564103;4517.94871794872;4492.82051282051;4202.05128205128;4202.05128205128;4475.38461538462;4414.35897435897;3877.94871794872;4318.46153846154;4117.4358974359;4294.35897435897;1699;1680;505.488;504.933929443359;0;0;0;0;
106;0;442;4122.05128205128;4312.30769230769;5069.23076923077;4845.12820512821;4522.5641025641;4494.8717948718;4200.51282051282;4197.94871794872;4467.69230769231;4411.79487179487;3876.92307692308;4318.46153846154;4120;4295.89743589744;1699;1680;505.496;504.933929443359;0;0;0;0;
107;0;436;4124.10256410256;4313.84615384615;5067.69230769231;4844.10256410256;4520.51282051282;4492.30769230769;4197.94871794872;4194.8717948718;4461.02564102564;4410.25641025641;3877.94871794872;4312.30769230769;4112.30769230769;4294.8717948718;1700;1680;505.503;504.933929443359;0;0;0;0;
108;0;463;4125.64102564103;4311.79487179487;5070.25641025641;4844.61538461539;4517.4358974359;4491.79487179487;4201.53846153846;4200;4471.28205128205;4412.82051282051;3877.94871794872;4312.30769230769;4113.84615384615;4293.84615384615;1699;1680;505.511;505.434356689453;0;0;0;0;
109;0;439;4124.10256410256;4312.30769230769;5070.25641025641;4843.07692307692;4519.48717948718;4492.30769230769;4198.97435897436;4200;4474.8717948718;4411.28205128205;3878.97435897436;4313.84615384615;4120;4294.35897435897;1700;1681;505.519;505.434356689453;0;0;0;0;
110;0;442;4126.66666666667;4317.94871794872;5069.23076923077;4843.07692307692;4520.51282051282;4490.25641025641;4195.89743589744;4196.92307692308;4469.74358974359;4415.38461538462;3880;4310.25641025641;4117.94871794872;4294.35897435897;1700;1680;505.527;505.434356689453;0;0;0;0;
111;0;436;4136.41025641026;4323.58974358974;5072.82051282051;4845.64102564103;4521.53846153846;4496.41025641026;4201.53846153846;4201.02564102564;4475.38461538462;4426.66666666667;3880.51282051282;4309.23076923077;4117.4358974359;4295.89743589744;1699;1681;505.535;505.434356689453;0;0;0;0;
112;0;463;4136.41025641026;4325.12820512821;5068.20512820513;4844.61538461539;4522.5641025641;4507.17948717949;4203.07692307692;4205.64102564103;4480;4426.15384615385;3879.48717948718;4311.79487179487;4115.89743589744;4294.35897435897;1700;1680;505.543;505.434356689453;0;0;0;0;
113;0;439;4126.15384615385;4321.53846153846;5058.46153846154;4842.05128205128;4521.53846153846;4509.74358974359;4202.05128205128;4203.58974358974;4475.38461538462;4413.84615384615;3876.41025641026;4310.25641025641;4105.12820512821;4290.25641025641;1698;1681;505.55;505.434356689453;0;0;0;0;
114;0;442;4127.17948717949;4320;5062.05128205128;4842.5641025641;4523.07692307692;4509.23076923077;4210.25641025641;4201.02564102564;4474.35897435897;4411.79487179487;3875.89743589744;4309.23076923077;4108.71794871795;4289.74358974359;1700;1680;505.558;505.434356689453;0;0;0;0;
115;0;436;4135.38461538462;4323.58974358974;5071.79487179487;4841.02564102564;4524.61538461538;4510.25641025641;4211.28205128205;4201.53846153846;4476.92307692308;4418.97435897436;3878.97435897436;4314.8717948718;4119.48717948718;4295.38461538462;1699;1680;505.566;505.434356689453;0;0;0;0;
116;0;463;4134.8717948718;4321.53846153846;5071.28205128205;4838.97435897436;4522.05128205128;4507.17948717949;4201.02564102564;4198.46153846154;4471.28205128205;4417.4358974359;3878.46153846154;4320.51282051282;4115.89743589744;4297.94871794872;1699;1680;505.574;505.434356689453;0;0;0;0;
117;0;439;4133.84615384615;4316.92307692308;5068.71794871795;4842.5641025641;4518.97435897436;4504.61538461538;4197.94871794872;4196.41025641026;4466.15384615385;4413.33333333333;3876.41025641026;4316.41025641026;4113.33333333333;4293.84615384615;1699;1680;505.582;505.434356689453;0;0;0;0;
