COUNTER;INTERPOLATED;RAW_CQ;AF3;F7;F3;FC5;T7;P7;O1;O2;P8;T8;FC6;F4;F8;AF4;GYROX;GYROY;TIMESTAMP;ES_TIMESTAMP;FUNC_ID;FUNC_VALUE;MARKER;SYNC_SIGNAL
103;0;438;4150.76923076923;4341.53846153846;5066.66666666667;4836.92307692308;4539.48717948718;4511.79487179487;4217.4358974359;4224.10256410256;4503.07692307692;4434.35897435897;3825.12820512821;4401.02564102564;4122.05128205128;4307.17948717949;1689;1684;463.3;462.905609130859;0;0;0;0;
104;0;446;4154.8717948718;4343.07692307692;5066.66666666667;4842.5641025641;4546.15384615385;4540;4218.46153846154;4224.61538461538;4506.15384615385;4432.82051282051;3825.64102564103;4405.12820512821;4119.48717948718;4308.20512820513;1688;1683;463.309;462.905609130859;0;0;0;0;
105;0;399;4158.46153846154;4346.15384615385;5066.66666666667;4845.64102564103;4549.23076923077;4545.12820512821;4223.58974358974;4223.58974358974;4505.12820512821;4430.76923076923;3828.71794871795;4408.20512820513;4120.51282051282;4311.79487179487;1688;1684;463.316;462.905609130859;0;0;0;0;
106;0;449;4159.48717948718;4350.25641025641;5069.74358974359;4840.51282051282;4544.10256410256;4534.35897435897;4229.74358974359;4228.20512820513;4505.64102564103;4432.82051282051;3832.30769230769;4407.69230769231;4124.10256410256;4314.8717948718;1688;1683;463.325;462.905609130859;0;0;0;0;
107;0;438;4152.30769230769;4345.12820512821;5068.71794871795;4836.92307692308;4541.53846153846;4534.8717948718;4229.23076923077;4233.84615384615;4511.28205128205;4432.82051282051;3829.23076923077;4404.61538461538;4119.48717948718;4310.76923076923;1687;1683;463.332;462.905609130859;0;0;0;0;
108;0;446;4144.10256410256;4336.92307692308;5058.46153846154;4840;4542.5641025641;4562.5641025641;4227.69230769231;4230.25641025641;4509.74358974359;4429.23076923077;3821.53846153846;4401.02564102564;4110.76923076923;4304.61538461538;1686;1683;463.34;462.905609130859;0;0;0;0;
109;0;399;4145.12820512821;4337.4358974359;5056.41025641026;4836.92307692308;4540;4588.20512820513;4227.17948717949;4221.02564102564;4503.07692307692;4427.69230769231;3818.97435897436;4402.05128205128;4107.69230769231;4305.12820512821;1684;1683;463.347;462.905609130859;0;0;0;0;
110;0;449;4148.71794871795;4340.51282051282;5066.66666666667;4834.35897435897;4540.51282051282;4583.58974358974;4226.66666666667;4220.51282051282;4503.07692307692;4430.25641025641;3822.5641025641;4407.69230769231;4111.79487179487;4307.69230769231;1684;1681;463.355;462.905609130859;0;0;0;0;
111;0;438;4148.20512820513;4341.02564102564;5069.23076923077;4839.48717948718;4546.66666666667;4558.46153846154;4227.69230769231;4232.82051282051;4509.23076923077;4432.30769230769;3827.17948717949;4409.74358974359;4114.8717948718;4309.23076923077;1683;1682;463.364;462.905609130859;0;0;0;0;
112;0;446;4146.15384615385;4338.97435897436;5064.10256410256;4841.53846153846;4545.12820512821;4538.97435897436;4229.74358974359;4238.46153846154;4507.69230769231;4427.17948717949;3827.17948717949;4407.69230769231;4109.23076923077;4310.76923076923;1681;1681;463.371;462.905609130859;0;0;0;0;
113;0;399;4148.71794871795;4342.05128205128;5069.23076923077;4840;4538.46153846154;4540;4230.76923076923;4231.79487179487;4501.53846153846;4424.61538461538;3827.17948717949;4409.23076923077;4104.10256410256;4309.74358974359;1680;1682;463.379;462.905609130859;0;0;0;0;
114;0;449;4154.35897435897;4348.20512820513;5074.35897435897;4844.61538461539;4538.97435897436;4538.46153846154;4229.23076923077;4227.69230769231;4500.51282051282;4431.28205128205;3831.79487179487;4412.82051282051;4106.66666666667;4308.71794871795;1678;1682;463.386;462.905609130859;0;0;0;0;
115;0;438;4154.35897435897;4349.74358974359;5074.35897435897;4846.66666666667;4542.05128205128;4509.74358974359;4227.17948717949;4225.64102564103;4501.53846153846;4432.30769230769;3834.8717948718;4413.84615384615;4110.76923076923;4313.84615384615;1678;1682;463.394;463.030731201172;0;0;0;0;
116;0;446;4152.30769230769;4348.20512820513;5075.38461538462;4842.5641025641;4543.58974358974;4486.15384615385;4227.17948717949;4220.51282051282;4499.48717948718;4427.17948717949;3834.35897435898;4412.82051282051;4109.23076923077;4317.4358974359;1677;1683;463.402;463.030731201172;0;0;0;0;
117;0;399;4149.74358974359;4347.17948717949;5073.33333333333;4842.05128205128;4542.5641025641;4502.05128205128;4228.71794871795;4223.07692307692;4501.02564102564;4425.12820512821;3832.30769230769;4409.74358974359;4102.05128205128;4313.84615384615;1677;1684;463.411;463.030731201172;0;0;0;0;
118;0;449;4145.12820512821;4345.12820512821;5071.28205128205;4842.05128205128;4541.53846153846;4517.94871794872;4229.23076923077;4230.76923076923;4507.17948717949;4417.4358974359;3832.30769230769;4407.69230769231;4099.48717948718;4309.74358974359;1678;1682;463.419;463.030731201172;0;0;0;0;
119;0;438;4142.05128205128;4340.51282051282;5072.30769230769;4836.92307692308;4546.66666666667;4503.07692307692;4228.20512820513;4228.71794871795;4502.05128205128;4395.89743589744;3830.25641025641;4407.69230769231;4099.48717948718;4307.17948717949;1676;1684;463.426;463.030731201172;0;0;0;0;
120;0;446;4142.5641025641;4336.41025641026;5069.74358974359;4833.33333333333;4548.20512820513;4500;4227.17948717949;4228.20512820513;4491.79487179487;4379.48717948718;3823.58974358974;4405.64102564103;4093.33333333333;4302.05128205128;1678;1683;463.433;463.030731201172;0;0;0;0;
121;0;399;4143.58974358974;4337.4358974359;5067.17948717949;4834.8717948718;4543.07692307692;4507.69230769231;4229.23076923077;4238.46153846154;4498.46153846154;4384.10256410256;3820.51282051282;4405.12820512821;4089.23076923077;4301.02564102564;1676;1684;463.441;463.030731201172;0;0;0;0;
