COUNTER;INTERPOLATED;RAW_CQ;AF3;F7;F3; FC5; T7; P7; O1; O2;P8;T8; FC6; F4;F8; AF4;GYROX; GYROY; TIMESTAMP; ES_TIMESTAMP;FUNC_ID; FUNC_VALUE; MARKER; SYNC_SIGNAL;
36;0;0;4130.76923076923;4336.92307692308;5085.12820512821;4854.8717948718;4517.4358974359;4503.07692307692;4196.41025641026;4184.61538461538;4507.69230769231;4420.51282051282;3894.8717948718;4382.5641025641;4106.66666666667;4286.66666666667;1700;1680;230.574;230.213470458984;0;0;0;0;
37;0;0;4136.41025641026;4342.5641025641;5080;4854.8717948718;4522.5641025641;4506.66666666667;4201.02564102564;4187.69230769231;4509.23076923077;4422.05128205128;3893.33333333333;4383.07692307692;4104.61538461538;4287.69230769231;1701;1682;230.582;230.213470458984;0;0;0;0;
38;0;0;4126.15384615385;4339.48717948718;5074.35897435897;4851.28205128205;4518.97435897436;4504.61538461538;4200;4188.71794871795;4510.25641025641;4421.02564102564;3886.15384615385;4382.05128205128;4102.5641025641;4284.10256410256;1701;1681;230.59;230.213470458984;0;0;0;0;
39;0;0;4121.53846153846;4332.30769230769;5073.33333333333;4847.69230769231;4517.4358974359;4502.5641025641;4198.46153846154;4184.61538461538;4506.66666666667;4411.28205128205;3878.46153846154;4374.35897435897;4094.35897435898;4278.46153846154;1701;1682;230.598;230.213470458984;0;0;0;0;
40;0;0;4128.71794871795;4334.8717948718;5072.30769230769;4851.28205128205;4520.51282051282;4505.12820512821;4201.02564102564;4183.58974358974;4504.61538461538;4408.20512820513;3878.46153846154;4370.25641025641;4091.79487179487;4277.94871794872;1701;1681;230.606;230.213470458984;0;0;0;0;
41;0;0;4129.23076923077;4344.10256410256;5072.30769230769;4853.84615384615;4523.07692307692;4507.17948717949;4200.51282051282;4186.15384615385;4504.61538461538;4412.82051282051;3881.02564102564;4374.35897435897;4097.4358974359;4280.51282051282;1701;1682;230.613;230.213470458984;0;0;0;0;
42;0;0;4123.07692307692;4341.53846153846;5072.30769230769;4851.28205128205;4524.10256410256;4507.17948717949;4198.46153846154;4183.58974358974;4503.07692307692;4412.30769230769;3880.51282051282;4374.8717948718;4096.92307692308;4277.94871794872;1702;1682;230.621;230.213470458984;0;0;0;0;
43;0;0;4121.02564102564;4336.41025641026;5064.10256410256;4850.76923076923;4522.05128205128;4507.17948717949;4198.46153846154;4178.97435897436;4501.02564102564;4409.23076923077;3879.48717948718;4367.17948717949;4094.35897435898;4276.92307692308;1701;1681;230.629;230.213470458984;0;0;0;0;
44;0;0;4122.05128205128;4343.07692307692;5057.94871794872;4853.84615384615;4526.66666666667;4508.20512820513;4195.38461538462;4179.48717948718;4504.10256410256;4416.41025641026;3879.48717948718;4366.15384615385;4100.51282051282;4280;1701;1682;230.637;230.213470458984;0;0;0;0;
45;0;0;4124.10256410256;4350.25641025641;5061.53846153846;4855.38461538462;4534.35897435897;4508.20512820513;4193.33333333333;4184.61538461538;4508.71794871795;4424.10256410256;3885.12820512821;4366.66666666667;4106.66666666667;4281.02564102564;1700;1682;230.645;230.213470458984;0;0;0;0;
