COUNTER;INTERPOLATED;RAW_CQ;AF3;F7;F3;FC5;T7;P7;O1;O2;P8;T8;FC6;F4;F8;AF4;GYROX;GYROY;TIMESTAMP;ES_TIMESTAMP;FUNC_ID;FUNC_VALUE;MARKER;SYNC_SIGNAL
35;0;0;4166.15384615385;4375.89743589744;5090.25641025641;4865.64102564103;4583.07692307692;4573.33333333333;4245.64102564103;4980;4516.92307692308;4456.41025641026;3961.53846153846;4430.25641025641;3729.23076923077;4345.64102564103;1697;1681;51.667;51.5833930969238;0;0;0;0;
36;0;0;4167.17948717949;4378.46153846154;5088.20512820513;4863.58974358974;4582.5641025641;4568.71794871795;4244.10256410256;5114.35897435897;4516.41025641026;4460;3963.07692307692;4425.64102564103;3732.30769230769;4346.66666666667;1698;1680;51.675;51.5833930969238;0;0;0;0;
37;0;0;4169.23076923077;4377.94871794872;5090.25641025641;4865.64102564103;4583.07692307692;4575.89743589744;4241.53846153846;5158.46153846154;4513.33333333333;4464.10256410256;3963.58974358974;4424.61538461538;3734.8717948718;4345.12820512821;1696;1681;51.683;51.5833930969238;0;0;0;0;
38;0;0;4172.30769230769;4375.38461538462;5096.41025641026;4868.71794871795;4583.58974358974;4586.66666666667;4242.5641025641;5163.07692307692;4514.8717948718;4465.64102564103;3965.64102564103;4429.23076923077;3738.97435897436;4345.64102564103;1697;1681;51.69;51.5833930969238;0;0;0;0;
39;0;0;4174.35897435897;4380.51282051282;5095.38461538462;4867.17948717949;4584.10256410256;4585.64102564103;4243.07692307692;5207.69230769231;4519.48717948718;4470.25641025641;3969.23076923077;4432.30769230769;3750.25641025641;4351.79487179487;1697;1680;51.698;51.5833930969238;0;0;0;0;
40;0;0;4173.33333333333;4386.15384615385;5090.25641025641;4867.69230769231;4586.15384615385;4579.48717948718;4241.02564102564;5240.51282051282;4519.48717948718;4475.89743589744;3972.30769230769;4430.76923076923;3761.02564102564;4357.4358974359;1697;1681;51.706;51.5833930969238;0;0;0;0;
41;0;0;4171.79487179487;4384.10256410256;5090.25641025641;4871.28205128205;4589.23076923077;4583.07692307692;4241.02564102564;5181.53846153846;4520;4475.38461538462;3974.8717948718;4427.69230769231;3760;4355.38461538462;1697;1681;51.714;51.5833930969238;0;0;0;0;
42;0;0;4170.25641025641;4380.51282051282;5092.30769230769;4868.71794871795;4588.71794871795;4578.46153846154;4244.10256410256;5021.02564102564;4522.05128205128;4472.30769230769;3974.35897435898;4424.61538461538;3757.4358974359;4352.30769230769;1697;1682;51.722;51.5833930969238;0;0;0;0;
43;0;0;4168.20512820513;4381.53846153846;5090.25641025641;4866.15384615385;4585.64102564103;4566.66666666667;4247.17948717949;4894.35897435897;4523.58974358974;4469.23076923077;3971.28205128205;4423.58974358974;3759.48717948718;4350.76923076923;1696;1682;51.729;51.5833930969238;0;0;0;0;
44;0;0;4168.20512820513;4383.58974358974;5089.74358974359;4871.79487179487;4586.15384615385;4573.84615384615;4248.71794871795;4815.89743589744;4524.61538461538;4468.20512820513;3971.79487179487;4426.66666666667;3762.5641025641;4352.30769230769;1697;1682;51.737;51.5833930969238;0;0;0;0;
45;0;0;4173.84615384615;4384.10256410256;5097.4358974359;4877.94871794872;4586.66666666667;4580.51282051282;4246.15384615385;4693.84615384615;4525.64102564103;4470.25641025641;3978.97435897436;4431.79487179487;3769.74358974359;4357.4358974359;1697;1682;51.745;51.5833930969238;0;0;0;0;
46;0;0;4178.46153846154;4386.15384615385;5099.48717948718;4875.38461538462;4586.15384615385;4569.74358974359;4243.58974358974;4660;4526.15384615385;4472.82051282051;3986.15384615385;4432.82051282051;3776.41025641026;4361.53846153846;1696;1684;51.753;51.5833930969238;0;0;0;0;
