COUNTER;INTERPOLATED;RAW_CQ;AF3;F7;F3; FC5; T7; P7; O1; O2;P8;T8; FC6; F4;F8; AF4;GYROX; GYROY; TIMESTAMP; ES_TIMESTAMP;FUNC_ID; FUNC_VALUE; MARKER; SYNC_SIGNAL;
16;0;0;4131.79487179487;4313.33333333333;5089.74358974359;4823.58974358974;4505.64102564103;4491.28205128205;4198.97435897436;4184.61538461538;4485.64102564103;4420.51282051282;3885.12820512821;4369.23076923077;4085.64102564103;4281.02564102564;1699;1679;210.244;210.180618286133;0;0;0;0;
17;0;0;4133.33333333333;4313.33333333333;5088.71794871795;4827.69230769231;4505.64102564103;4491.28205128205;4190.76923076923;4182.5641025641;4489.23076923077;4423.07692307692;3891.28205128205;4373.33333333333;4086.66666666667;4281.53846153846;1699;1681;210.252;210.180618286133;0;0;0;0;
18;0;0;4137.94871794872;4323.58974358974;5101.02564102564;4837.4358974359;4508.71794871795;4491.79487179487;4185.64102564103;4172.30769230769;4480.51282051282;4428.71794871795;3896.92307692308;4382.5641025641;4094.35897435898;4290.25641025641;1700;1680;210.26;210.180618286133;0;0;0;0;
19;0;0;4141.53846153846;4331.79487179487;5105.12820512821;4836.92307692308;4509.74358974359;4488.71794871795;4184.10256410256;4166.15384615385;4472.30769230769;4427.17948717949;3895.89743589744;4385.12820512821;4102.5641025641;4297.94871794872;1699;1681;210.268;210.180618286133;0;0;0;0;
20;0;0;4141.02564102564;4328.71794871795;5095.38461538462;4835.38461538462;4508.71794871795;4486.66666666667;4184.10256410256;4167.69230769231;4472.30769230769;4420;3895.89743589744;4381.53846153846;4099.48717948718;4293.84615384615;1699;1681;210.276;210.180618286133;0;0;0;0;
21;0;0;4138.97435897436;4325.12820512821;5088.71794871795;4837.94871794872;4508.71794871795;4487.17948717949;4185.12820512821;4167.69230769231;4473.33333333333;4415.38461538462;3893.84615384615;4379.48717948718;4092.30769230769;4284.61538461538;1699;1681;210.283;210.180618286133;0;0;0;0;
22;0;0;4135.38461538462;4320.51282051282;5089.23076923077;4833.84615384615;4507.69230769231;4490.76923076923;4187.69230769231;4166.15384615385;4471.79487179487;4411.79487179487;3884.61538461539;4373.33333333333;4087.17948717949;4282.05128205128;1699;1681;210.291;210.180618286133;0;0;0;0;
23;0;0;4127.17948717949;4314.35897435897;5082.5641025641;4827.17948717949;4505.64102564103;4490.76923076923;4193.33333333333;4164.61538461538;4470.25641025641;4408.71794871795;3875.89743589744;4363.07692307692;4077.94871794872;4279.48717948718;1698;1681;210.299;210.180618286133;0;0;0;0;
24;0;0;4120;4311.79487179487;5073.84615384615;4826.15384615385;4506.66666666667;4492.30769230769;4199.48717948718;4168.20512820513;4473.33333333333;4409.74358974359;3871.28205128205;4355.89743589744;4072.30769230769;4273.33333333333;1700;1681;210.307;210.180618286133;0;0;0;0;
25;0;0;4128.20512820513;4317.94871794872;5078.97435897436;4831.28205128205;4508.71794871795;4504.10256410256;4204.10256410256;4187.69230769231;4488.71794871795;4420;3878.46153846154;4361.02564102564;4084.10256410256;4277.94871794872;1700;1680;210.315;210.180618286133;0;0;0;0;
26;0;0;4138.46153846154;4323.58974358974;5089.23076923077;4834.8717948718;4509.74358974359;4508.20512820513;4203.58974358974;4203.58974358974;4498.97435897436;4431.79487179487;3891.79487179487;4370.76923076923;4095.38461538462;4292.82051282051;1700;1679;210.323;210.180618286133;0;0;0;0;
27;0;0;4136.92307692308;4324.10256410256;5087.17948717949;4833.33333333333;4508.20512820513;4497.94871794872;4201.02564102564;4198.97435897436;4494.35897435897;4438.46153846154;3894.8717948718;4372.82051282051;4094.35897435898;4294.8717948718;1700;1680;210.33;210.180618286133;0;0;0;0;
28;0;0;4134.8717948718;4325.12820512821;5085.12820512821;4832.82051282051;4510.76923076923;4495.89743589744;4200;4195.38461538462;4491.79487179487;4441.02564102564;3893.33333333333;4370.76923076923;4096.92307692308;4292.30769230769;1700;1679;210.338;210.180618286133;0;0;0;0;
29;0;0;4137.4358974359;4326.15384615385;5085.64102564103;4832.82051282051;4517.4358974359;4505.12820512821;4201.02564102564;4197.94871794872;4494.8717948718;4436.92307692308;3895.38461538462;4369.23076923077;4100;4295.89743589744;1700;1679;210.346;210.180618286133;0;0;0;0;
30;0;0;4136.41025641026;4324.61538461538;5081.02564102564;4834.35897435897;4520;4506.66666666667;4200;4192.30769230769;4490.25641025641;4430.25641025641;3895.38461538462;4368.20512820513;4095.89743589744;4290.76923076923;1700;1678;210.354;210.180618286133;0;0;0;0;
