79;30;1
14;87;1
87;21;1
80;5;1
41;53;1
85;5;1
36;58;1
24;0;1
99;87;1
19;90;1
99;92;1
0;38;1
99;0;1
12;73;1
8;65;1
51;80;1
25;70;1
96;30;1
35;69;1
39;59;1
85;20;1
48;66;1
51;65;1
37;63;1
32;54;1
14;57;1
2;51;1
97;62;1
79;92;1
89;18;1
44;90;1
90;59;1
7;73;1
90;64;1
71;1;1
21;77;1
53;84;1
38;59;1
61;65;1
82;99;1
25;66;1
80;12;1
85;35;1
16;75;1
46;87;1
73;75;1
5;31;1
64;60;1
23;26;1
0;38;1
16;86;1
23;77;1
1;35;1
34;71;1
35;88;1
37;66;1
61;65;1
3;52;1
33;73;3
71;62;3
51;80;3
6;75;3
95;78;3
28;91;3
2;68;3
84;20;3
99;0;3
60;63;3
58;62;3
25;59;3
81;19;3
7;58;3
11;63;3
62;67;3
28;60;3
52;53;3
92;38;3
15;57;3
81;20;3
61;71;3
19;66;3
69;71;3
38;67;3
84;20;3
55;70;3
78;7;3
30;91;3
72;0;3
1;64;3
68;72;3
25;64;3
28;57;3
41;53;3
2;56;3
75;22;3
56;79;3
77;28;3
76;3;3
85;30;3
15;78;3
26;98;3
8;45;3
15;42;3
66;62;3
60;74;3
89;11;3
77;35;3
40;56;3
37;66;3
20;57;3
35;69;3
67;61;3
37;66;3
73;62;3
95;66;3
58;60;3
18;46;3
46;53;3
40;62;3
2;68;3
81;20;3
79;8;3
1;64;3
20;99;3
6;47;3
8;65;3
91;0;3
17;32;3
39;66;3
16;55;3
15;73;2
36;82;2
64;70;2
83;62;2
56;86;2
54;80;2
64;73;2
85;68;2
84;20;2
39;64;2
74;7;2
51;81;2
24;42;2
5;68;2
76;25;2
74;75;2
51;85;2
0;74;2
75;87;2
32;78;2
9;46;2
21;68;2
58;83;2
61;72;2
0;73;2
70;73;2
43;0;2
65;61;2
31;42;2
95;40;2
79;41;2
25;35;2
22;67;2
37;63;2
22;47;2
10;9;2
41;70;2
98;63;2
33;73;2
52;77;2
0;0;2
33;49;2
61;62;2
41;39;2
45;12;2
32;51;2
98;19;2
73;38;2
1;51;2
32;81;2
83;41;2
39;64;2
9;45;2
40;56;2
1;57;2
0;0;2
84;0;2
1;70;2
0;41;2
14;59;2
12;40;2
8;45;2
51;80;4
